Batter,Venue,total_runs,balls_faced,strike_rate
Harpreet Brar,Dr DY Patil Sports Academy,1,2,50.0
Harpreet Brar,Eden Gardens,17,9,188.88888888888889
Harpreet Brar,Himachal Pradesh Cricket Association Stadium,0,1,0.0
Harpreet Brar,Narendra Modi Stadium,29,19,152.63157894736844
Harpreet Brar,Punjab Cricket Association IS Bindra Stadium,21,18,116.66666666666667
Harpreet Brar,Rajiv Gandhi International Stadium,1,2,50.0
Harpreet Brar,Sharjah Cricket Stadium,21,20,105.0
Harpreet Brar,Wankhede Stadium,19,20,95.0
Harpreet Brar,Zayed Cricket Stadium,14,19,73.68421052631578
Harpreet Singh,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,22,22,100.0
Harpreet Singh,M Chinnaswamy Stadium,1,1,100.0
Harpreet Singh,Punjab Cricket Association IS Bindra Stadium,13,9,144.44444444444443
Harpreet Singh,Sawai Mansingh Stadium,13,19,68.42105263157895
Harpreet Singh,Subrata Roy Sahara Stadium,6,6,100.0
Harpreet Singh,Wankhede Stadium,41,27,151.85185185185185
Harshit Rana,Maharashtra Cricket Association Stadium,2,1,200.0
Harshit Rana,Rajiv Gandhi International Stadium,0,1,0.0
Harshit Rana,Wankhede Stadium,0,1,0.0
I Malhotra,Rajiv Gandhi International Stadium,7,4,175.0
I Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,10,3,333.33333333333337
I Sharma,Eden Gardens,9,18,50.0
I Sharma,M Chinnaswamy Stadium,0,2,0.0
I Sharma,MA Chidambaram Stadium,5,4,125.0
I Sharma,Maharashtra Cricket Association Stadium,1,5,20.0
I Sharma,Newlands,9,9,100.0
I Sharma,Punjab Cricket Association IS Bindra Stadium,5,2,250.0
I Sharma,Rajiv Gandhi International Stadium,5,9,55.55555555555556
I Sharma,Sawai Mansingh Stadium,1,1,100.0
I Sharma,St George's Park,6,3,200.0
I Sharma,Wankhede Stadium,4,5,80.0
I Udana,Dubai International Cricket Stadium,1,3,33.33333333333333
I Udana,Sharjah Cricket Stadium,10,6,166.66666666666669
I Udana,Sheikh Zayed Stadium,4,2,200.0
IC Pandey,M Chinnaswamy Stadium,0,2,0.0
IK Pathan,Barabati Stadium,60,29,206.89655172413794
IK Pathan,Brabourne Stadium,18,14,128.57142857142858
IK Pathan,De Beers Diamond Oval,10,12,83.33333333333334
IK Pathan,Dr DY Patil Sports Academy,14,16,87.5
IK Pathan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,3,66.66666666666666
IK Pathan,Dubai International Cricket Stadium,1,1,100.0
IK Pathan,Eden Gardens,60,39,153.84615384615387
IK Pathan,Feroz Shah Kotla,193,180,107.22222222222221
IK Pathan,Himachal Pradesh Cricket Association Stadium,54,49,110.20408163265304
IK Pathan,Kingsmead,84,65,129.23076923076923
IK Pathan,M Chinnaswamy Stadium,48,35,137.14285714285714
IK Pathan,MA Chidambaram Stadium,101,74,136.48648648648648
IK Pathan,Nehru Stadium,13,7,185.71428571428572
IK Pathan,New Wanderers Stadium,17,11,154.54545454545453
IK Pathan,Newlands,45,40,112.5
IK Pathan,OUTsurance Oval,21,11,190.9090909090909
IK Pathan,Punjab Cricket Association IS Bindra Stadium,2,2,100.0
IK Pathan,Punjab Cricket Association Stadium,118,82,143.90243902439025
IK Pathan,Rajiv Gandhi International Stadium,49,55,89.0909090909091
IK Pathan,Sardar Patel Stadium,21,21,100.0
IK Pathan,Sawai Mansingh Stadium,45,47,95.74468085106383
IK Pathan,Shaheed Veer Narayan Singh International Stadium,4,1,400.0
IK Pathan,Sharjah Cricket Stadium,5,9,55.55555555555556
IK Pathan,St George's Park,19,16,118.75
IK Pathan,Subrata Roy Sahara Stadium,30,31,96.7741935483871
IK Pathan,SuperSport Park,0,3,0.0
IK Pathan,Wankhede Stadium,45,47,95.74468085106383
IR Jaggi,Barabati Stadium,3,7,42.857142857142854
IR Jaggi,Eden Gardens,3,9,33.33333333333333
IR Jaggi,M Chinnaswamy Stadium,33,39,84.61538461538461
IR Jaggi,Rajiv Gandhi International Stadium,25,28,89.28571428571429
IR Jaggi,Subrata Roy Sahara Stadium,10,7,142.85714285714286
IR Jaggi,Wankhede Stadium,2,7,28.57142857142857
IS Sodhi,Arun Jaitley Stadium,6,11,54.54545454545454
IS Sodhi,Eden Gardens,1,6,16.666666666666664
Imran Tahir,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,7,71.42857142857143
Imran Tahir,Feroz Shah Kotla,3,4,75.0
Imran Tahir,MA Chidambaram Stadium,2,2,100.0
Imran Tahir,Maharashtra Cricket Association Stadium,0,2,0.0
Imran Tahir,Punjab Cricket Association Stadium,4,4,100.0
Imran Tahir,Sardar Patel Stadium,4,6,66.66666666666666
Imran Tahir,Sharjah Cricket Stadium,13,10,130.0
Imran Tahir,Wankhede Stadium,2,2,100.0
Iqbal Abdulla,Eden Gardens,14,12,116.66666666666667
Iqbal Abdulla,M Chinnaswamy Stadium,57,40,142.5
Iqbal Abdulla,M.Chinnaswamy Stadium,5,7,71.42857142857143
Iqbal Abdulla,MA Chidambaram Stadium,3,7,42.857142857142854
Iqbal Abdulla,Rajiv Gandhi International Stadium,2,3,66.66666666666666
Iqbal Abdulla,Sawai Mansingh Stadium,1,2,50.0
Iqbal Abdulla,Wankhede Stadium,6,11,54.54545454545454
Ishan Kishan,Arun Jaitley Stadium,36,39,92.3076923076923
Ishan Kishan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,59,39,151.28205128205127
Ishan Kishan,Brabourne Stadium,139,94,147.87234042553192
Ishan Kishan,Dr DY Patil Sports Academy,131,104,125.96153846153845
Ishan Kishan,Dubai International Cricket Stadium,180,118,152.54237288135593
Ishan Kishan,Eden Gardens,66,32,206.25
Ishan Kishan,Feroz Shah Kotla,6,12,50.0
Ishan Kishan,Green Park,95,65,146.15384615384613
Ishan Kishan,Holkar Cricket Stadium,25,19,131.57894736842107
Ishan Kishan,M Chinnaswamy Stadium,26,24,108.33333333333333
Ishan Kishan,M.Chinnaswamy Stadium,0,1,0.0
Ishan Kishan,MA Chidambaram Stadium,123,140,87.85714285714286
Ishan Kishan,Maharashtra Cricket Association Stadium,74,80,92.5
Ishan Kishan,Narendra Modi Stadium,13,21,61.904761904761905
Ishan Kishan,Punjab Cricket Association IS Bindra Stadium,115,72,159.72222222222223
Ishan Kishan,Rajiv Gandhi International Stadium,87,87,100.0
Ishan Kishan,Saurashtra Cricket Association Stadium,68,42,161.9047619047619
Ishan Kishan,Sawai Mansingh Stadium,58,42,138.0952380952381
Ishan Kishan,Sharjah Cricket Stadium,182,112,162.5
Ishan Kishan,Sheikh Zayed Stadium,118,103,114.5631067961165
Ishan Kishan,Wankhede Stadium,471,334,141.01796407185628
Ishan Kishan,Zayed Cricket Stadium,98,44,222.72727272727272
J Arunkumar,Eden Gardens,22,17,129.41176470588235
J Arunkumar,Punjab Cricket Association Stadium,1,3,33.33333333333333
J Arunkumar,Sawai Mansingh Stadium,0,3,0.0
J Botha,Eden Gardens,44,28,157.14285714285714
J Botha,Feroz Shah Kotla,12,19,63.1578947368421
J Botha,Kingsmead,10,9,111.11111111111111
J Botha,MA Chidambaram Stadium,31,26,119.23076923076923
J Botha,OUTsurance Oval,37,30,123.33333333333334
J Botha,Punjab Cricket Association Stadium,14,8,175.0
J Botha,Rajiv Gandhi International Stadium,71,58,122.41379310344827
J Botha,Sawai Mansingh Stadium,188,177,106.21468926553672
J Botha,Wankhede Stadium,2,3,66.66666666666666
J Suchith,MA Chidambaram Stadium,6,15,40.0
J Suchith,Sardar Patel Stadium,0,1,0.0
J Suchith,Wankhede Stadium,50,39,128.2051282051282
J Syed Mohammad,Feroz Shah Kotla,13,10,130.0
J Syed Mohammad,M Chinnaswamy Stadium,4,1,400.0
J Syed Mohammad,MA Chidambaram Stadium,2,2,100.0
J Syed Mohammad,Wankhede Stadium,9,11,81.81818181818183
J Theron,Punjab Cricket Association Stadium,2,4,50.0
J Theron,Rajiv Gandhi International Stadium,7,6,116.66666666666667
J Theron,Wankhede Stadium,1,1,100.0
J Yadav,Feroz Shah Kotla,1,3,33.33333333333333
J Yadav,MA Chidambaram Stadium,23,22,104.54545454545455
J Yadav,Shaheed Veer Narayan Singh International Stadium,5,7,71.42857142857143
J Yadav,Sharjah Cricket Stadium,11,4,275.0
JA Morkel,Buffalo Park,4,5,80.0
JA Morkel,Dr DY Patil Sports Academy,35,23,152.17391304347828
JA Morkel,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,3,66.66666666666666
JA Morkel,Dubai International Cricket Stadium,15,14,107.14285714285714
JA Morkel,Eden Gardens,45,42,107.14285714285714
JA Morkel,Feroz Shah Kotla,32,21,152.38095238095238
JA Morkel,Himachal Pradesh Cricket Association Stadium,28,15,186.66666666666666
JA Morkel,Kingsmead,35,28,125.0
JA Morkel,M Chinnaswamy Stadium,41,37,110.8108108108108
JA Morkel,MA Chidambaram Stadium,474,316,150.0
JA Morkel,Maharashtra Cricket Association Stadium,16,9,177.77777777777777
JA Morkel,Nehru Stadium,9,4,225.0
JA Morkel,New Wanderers Stadium,26,21,123.80952380952381
JA Morkel,Rajiv Gandhi International Stadium,12,12,100.0
JA Morkel,Sardar Patel Stadium,28,12,233.33333333333334
JA Morkel,Sawai Mansingh Stadium,65,43,151.1627906976744
JA Morkel,Shaheed Veer Narayan Singh International Stadium,8,8,100.0
JA Morkel,Sharjah Cricket Stadium,6,5,120.0
JA Morkel,Sheikh Zayed Stadium,7,13,53.84615384615385
JA Morkel,St George's Park,5,3,166.66666666666669
JA Morkel,Subrata Roy Sahara Stadium,3,3,100.0
JA Morkel,SuperSport Park,27,13,207.6923076923077
JA Morkel,Wankhede Stadium,39,20,195.0
JA Richardson,Wankhede Stadium,15,24,62.5
JC Archer,Dubai International Cricket Stadium,31,27,114.81481481481481
JC Archer,Eden Gardens,33,17,194.11764705882354
JC Archer,Holkar Cricket Stadium,0,1,0.0
JC Archer,MA Chidambaram Stadium,27,13,207.6923076923077
JC Archer,Punjab Cricket Association IS Bindra Stadium,1,3,33.33333333333333
JC Archer,Sawai Mansingh Stadium,24,27,88.88888888888889
JC Archer,Sharjah Cricket Stadium,42,12,350.0
JC Archer,Sheikh Zayed Stadium,40,21,190.47619047619045
JC Archer,Wankhede Stadium,1,2,50.0
JC Buttler,Arun Jaitley Stadium,232,121,191.73553719008265
JC Buttler,Barsapara Cricket Stadium,98,62,158.06451612903226
JC Buttler,Brabourne Stadium,107,71,150.70422535211267
JC Buttler,Dr DY Patil Sports Academy,228,155,147.09677419354838
JC Buttler,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,29,21,138.0952380952381
JC Buttler,Dubai International Cricket Stadium,127,97,130.9278350515464
JC Buttler,Eden Gardens,169,102,165.68627450980392
JC Buttler,Feroz Shah Kotla,2,6,33.33333333333333
JC Buttler,Green Park,33,31,106.4516129032258
JC Buttler,Himachal Pradesh Cricket Association Stadium,0,4,0.0
JC Buttler,Holkar Cricket Stadium,128,76,168.42105263157893
JC Buttler,M Chinnaswamy Stadium,31,17,182.35294117647058
JC Buttler,M.Chinnaswamy Stadium,23,14,164.28571428571428
JC Buttler,MA Chidambaram Stadium,58,43,134.88372093023256
JC Buttler,Maharashtra Cricket Association Stadium,130,88,147.72727272727272
JC Buttler,Narendra Modi Stadium,145,100,145.0
JC Buttler,Punjab Cricket Association IS Bindra Stadium,47,30,156.66666666666666
JC Buttler,Rajiv Gandhi International Stadium,76,50,152.0
JC Buttler,Sawai Mansingh Stadium,604,430,140.46511627906978
JC Buttler,Sharjah Cricket Stadium,17,15,113.33333333333333
JC Buttler,Sheikh Zayed Stadium,184,115,160.0
JC Buttler,Wankhede Stadium,746,508,146.8503937007874
JD Ryder,Dr DY Patil Sports Academy,146,86,169.7674418604651
JD Ryder,Feroz Shah Kotla,86,57,150.87719298245614
JD Ryder,Kingsmead,34,26,130.76923076923077
JD Ryder,M Chinnaswamy Stadium,85,56,151.78571428571428
JD Ryder,MA Chidambaram Stadium,24,21,114.28571428571428
JD Ryder,Newlands,0,3,0.0
JD Ryder,Punjab Cricket Association Stadium,22,29,75.86206896551724
JD Ryder,Rajiv Gandhi International Stadium,35,20,175.0
JD Ryder,Sawai Mansingh Stadium,19,14,135.71428571428572
JD Ryder,Subrata Roy Sahara Stadium,119,109,109.1743119266055
JD Ryder,SuperSport Park,22,19,115.78947368421053
JD Ryder,Wankhede Stadium,12,15,80.0
JD Unadkat,Brabourne Stadium,14,6,233.33333333333334
JD Unadkat,Dr DY Patil Sports Academy,19,9,211.11111111111111
JD Unadkat,Dubai International Cricket Stadium,9,13,69.23076923076923
JD Unadkat,Eden Gardens,26,19,136.8421052631579
JD Unadkat,Holkar Cricket Stadium,6,7,85.71428571428571
JD Unadkat,JSCA International Stadium Complex,1,1,100.0
JD Unadkat,M Chinnaswamy Stadium,11,12,91.66666666666666
JD Unadkat,Maharashtra Cricket Association Stadium,41,31,132.25806451612902
JD Unadkat,Punjab Cricket Association Stadium,0,1,0.0
JD Unadkat,Rajiv Gandhi International Stadium,1,2,50.0
JD Unadkat,Sawai Mansingh Stadium,1,3,33.33333333333333
JD Unadkat,Sharjah Cricket Stadium,6,5,120.0
JD Unadkat,Sheikh Zayed Stadium,1,5,20.0
JD Unadkat,Wankhede Stadium,36,25,144.0
JDP Oram,De Beers Diamond Oval,1,2,50.0
JDP Oram,Holkar Cricket Stadium,0,3,0.0
JDP Oram,Kingsmead,65,64,101.5625
JDP Oram,MA Chidambaram Stadium,5,2,250.0
JDP Oram,New Wanderers Stadium,12,14,85.71428571428571
JDP Oram,Newlands,8,6,133.33333333333331
JDP Oram,Punjab Cricket Association Stadium,13,10,130.0
JDP Oram,SuperSport Park,2,6,33.33333333333333
JDS Neesham,Arun Jaitley Stadium,0,1,0.0
JDS Neesham,Brabourne Stadium,14,12,116.66666666666667
JDS Neesham,Dr DY Patil Sports Academy,17,15,113.33333333333333
JDS Neesham,Dubai International Cricket Stadium,18,19,94.73684210526315
JDS Neesham,Punjab Cricket Association Stadium,12,20,60.0
JDS Neesham,Sheikh Zayed Stadium,31,25,124.0
JDS Neesham,Zayed Cricket Stadium,0,1,0.0
JE Root,Sawai Mansingh Stadium,10,15,66.66666666666666
JE Taylor,Dr DY Patil Sports Academy,1,2,50.0
JE Taylor,MA Chidambaram Stadium,2,1,200.0
JEC Franklin,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,4,175.0
JEC Franklin,Eden Gardens,45,23,195.65217391304347
JEC Franklin,M Chinnaswamy Stadium,13,13,100.0
JEC Franklin,MA Chidambaram Stadium,41,47,87.2340425531915
JEC Franklin,Punjab Cricket Association Stadium,22,22,100.0
JEC Franklin,Subrata Roy Sahara Stadium,25,22,113.63636363636364
JEC Franklin,Wankhede Stadium,174,169,102.9585798816568
JH Kallis,Barabati Stadium,23,24,95.83333333333334
JH Kallis,Brabourne Stadium,66,55,120.0
JH Kallis,Dr DY Patil Sports Academy,30,41,73.17073170731707
JH Kallis,Dubai International Cricket Stadium,0,1,0.0
JH Kallis,Eden Gardens,577,513,112.4756335282651
JH Kallis,Feroz Shah Kotla,159,129,123.25581395348837
JH Kallis,JSCA International Stadium Complex,46,58,79.3103448275862
JH Kallis,Kingsmead,112,94,119.14893617021276
JH Kallis,M Chinnaswamy Stadium,388,314,123.56687898089172
JH Kallis,MA Chidambaram Stadium,225,195,115.38461538461537
JH Kallis,Nehru Stadium,45,41,109.75609756097562
JH Kallis,New Wanderers Stadium,151,139,108.63309352517985
JH Kallis,Newlands,15,14,107.14285714285714
JH Kallis,Punjab Cricket Association Stadium,40,39,102.56410256410255
JH Kallis,Rajiv Gandhi International Stadium,85,85,100.0
JH Kallis,Sawai Mansingh Stadium,105,106,99.05660377358491
JH Kallis,Shaheed Veer Narayan Singh International Stadium,12,15,80.0
JH Kallis,Sharjah Cricket Stadium,43,42,102.38095238095238
JH Kallis,Sheikh Zayed Stadium,81,57,142.10526315789474
JH Kallis,St George's Park,36,30,120.0
JH Kallis,Subrata Roy Sahara Stadium,45,56,80.35714285714286
JH Kallis,SuperSport Park,47,54,87.03703703703704
JH Kallis,Vidarbha Cricket Association Stadium,27,37,72.97297297297297
JH Kallis,Wankhede Stadium,56,58,96.55172413793103
JJ Bumrah,Arun Jaitley Stadium,0,1,0.0
JJ Bumrah,Dr DY Patil Sports Academy,0,1,0.0
JJ Bumrah,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,11,72.72727272727273
JJ Bumrah,Dubai International Cricket Stadium,7,9,77.77777777777779
JJ Bumrah,M.Chinnaswamy Stadium,0,1,0.0
JJ Bumrah,MA Chidambaram Stadium,4,6,66.66666666666666
JJ Bumrah,Maharashtra Cricket Association Stadium,0,1,0.0
JJ Bumrah,Rajiv Gandhi International Stadium,4,4,100.0
JJ Bumrah,Sharjah Cricket Stadium,1,1,100.0
JJ Bumrah,Sheikh Zayed Stadium,5,3,166.66666666666669
JJ Bumrah,Wankhede Stadium,22,24,91.66666666666666
JJ Bumrah,Zayed Cricket Stadium,5,2,250.0
JJ Roy,Arun Jaitley Stadium,66,61,108.19672131147541
JJ Roy,Dubai International Cricket Stadium,70,54,129.62962962962962
JJ Roy,Eden Gardens,155,89,174.1573033707865
JJ Roy,M Chinnaswamy Stadium,56,29,193.10344827586206
JJ Roy,M.Chinnaswamy Stadium,5,16,31.25
JJ Roy,MA Chidambaram Stadium,12,15,80.0
JJ Roy,Rajiv Gandhi International Stadium,51,39,130.76923076923077
JJ Roy,Saurashtra Cricket Association Stadium,14,12,116.66666666666667
JJ Roy,Sharjah Cricket Stadium,2,7,28.57142857142857
JJ Roy,Wankhede Stadium,105,60,175.0
JJ Roy,Zayed Cricket Stadium,78,59,132.20338983050848
JJ van der Wath,Himachal Pradesh Cricket Association Stadium,4,5,80.0
JJ van der Wath,MA Chidambaram Stadium,14,10,140.0
JJ van der Wath,Rajiv Gandhi International Stadium,0,1,0.0
JL Denly,Eden Gardens,0,1,0.0
JL Pattinson,Sharjah Cricket Stadium,4,5,80.0
JL Pattinson,Sheikh Zayed Stadium,11,8,137.5
JM Bairstow,Arun Jaitley Stadium,85,54,157.40740740740742
JM Bairstow,Brabourne Stadium,83,44,188.63636363636365
JM Bairstow,Dr DY Patil Sports Academy,41,31,132.25806451612902
JM Bairstow,Dubai International Cricket Stadium,226,171,132.16374269005848
JM Bairstow,Eden Gardens,39,34,114.70588235294117
JM Bairstow,MA Chidambaram Stadium,173,133,130.0751879699248
JM Bairstow,Maharashtra Cricket Association Stadium,44,40,110.00000000000001
JM Bairstow,Punjab Cricket Association IS Bindra Stadium,1,6,16.666666666666664
JM Bairstow,Rajiv Gandhi International Stadium,357,211,169.19431279620852
JM Bairstow,Sharjah Cricket Stadium,25,15,166.66666666666669
JM Bairstow,Sheikh Zayed Stadium,58,58,100.0
JM Bairstow,Wankhede Stadium,85,58,146.55172413793102
JM Kemp,Feroz Shah Kotla,4,8,50.0
JM Kemp,MA Chidambaram Stadium,22,16,137.5
JM Sharma,Arun Jaitley Stadium,5,5,100.0
JM Sharma,Barsapara Cricket Stadium,27,16,168.75
JM Sharma,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2,4,50.0
JM Sharma,Brabourne Stadium,90,56,160.71428571428572
JM Sharma,Dr DY Patil Sports Academy,55,42,130.95238095238096
JM Sharma,Eden Gardens,21,18,116.66666666666667
JM Sharma,Himachal Pradesh Cricket Association Stadium,44,31,141.93548387096774
JM Sharma,MA Chidambaram Stadium,21,10,210.0
JM Sharma,Maharashtra Cricket Association Stadium,32,20,160.0
JM Sharma,Punjab Cricket Association IS Bindra Stadium,160,96,166.66666666666669
JM Sharma,Rajiv Gandhi International Stadium,4,9,44.44444444444444
JM Sharma,Wankhede Stadium,82,32,256.25
JO Holder,Barsapara Cricket Stadium,1,1,100.0
JO Holder,Brabourne Stadium,1,2,50.0
JO Holder,Dr DY Patil Sports Academy,24,12,200.0
JO Holder,Dubai International Cricket Stadium,17,25,68.0
JO Holder,Eden Gardens,19,15,126.66666666666666
JO Holder,Feroz Shah Kotla,6,8,75.0
JO Holder,Green Park,13,8,162.5
JO Holder,MA Chidambaram Stadium,4,5,80.0
JO Holder,Maharashtra Cricket Association Stadium,25,14,178.57142857142858
JO Holder,Sharjah Cricket Stadium,78,44,177.27272727272728
JO Holder,Sheikh Zayed Stadium,35,35,100.0
JO Holder,Wankhede Stadium,19,25,76.0
JO Holder,Zayed Cricket Stadium,17,15,113.33333333333333
JP Behrendorff,Narendra Modi Stadium,6,9,66.66666666666666
JP Duminy,Barabati Stadium,20,18,111.11111111111111
JP Duminy,Brabourne Stadium,77,53,145.2830188679245
JP Duminy,Buffalo Park,52,41,126.82926829268293
JP Duminy,Dr DY Patil Sports Academy,32,37,86.48648648648648
JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,77,64,120.3125
JP Duminy,Dubai International Cricket Stadium,72,41,175.609756097561
JP Duminy,Eden Gardens,50,51,98.0392156862745
JP Duminy,Feroz Shah Kotla,403,322,125.15527950310559
JP Duminy,Himachal Pradesh Cricket Association Stadium,12,10,120.0
JP Duminy,Kingsmead,110,108,101.85185185185186
JP Duminy,M Chinnaswamy Stadium,97,54,179.62962962962962
JP Duminy,M.Chinnaswamy Stadium,23,29,79.3103448275862
JP Duminy,MA Chidambaram Stadium,22,16,137.5
JP Duminy,Maharashtra Cricket Association Stadium,21,19,110.5263157894737
JP Duminy,New Wanderers Stadium,1,6,16.666666666666664
JP Duminy,Newlands,9,7,128.57142857142858
JP Duminy,Punjab Cricket Association Stadium,43,36,119.44444444444444
JP Duminy,Rajiv Gandhi International Stadium,250,201,124.37810945273631
JP Duminy,Sardar Patel Stadium,8,8,100.0
JP Duminy,Saurashtra Cricket Association Stadium,13,7,185.71428571428572
JP Duminy,Sawai Mansingh Stadium,89,58,153.44827586206898
JP Duminy,Shaheed Veer Narayan Singh International Stadium,35,38,92.10526315789474
JP Duminy,Sharjah Cricket Stadium,86,71,121.12676056338027
JP Duminy,Sheikh Zayed Stadium,15,14,107.14285714285714
JP Duminy,St George's Park,139,109,127.5229357798165
JP Duminy,Subrata Roy Sahara Stadium,26,24,108.33333333333333
JP Duminy,SuperSport Park,61,54,112.96296296296295
JP Duminy,Wankhede Stadium,119,92,129.34782608695653
JP Faulkner,Brabourne Stadium,44,29,151.72413793103448
